บริษัท มิตซู ชูเกียรติยนต์ กระบี่,266 หมู่ที่ 2 ตำบลกระบี่น้อย,เมืองกระบี่,"075-650919,086-"
บริษัท ภูเก็ตปิยะ จำกัด,51/2 หมู่ที่ 1 ถนนเทพกระษัตรี ตำบลเกาะแก้ว,เมืองภูเก็ต,076-377860-3
บริษัท มิตซูสุราษฎร์ จำกัด,37/5 หมู่ที่ 4 ถนนกาญจนวิถี ตำบลบางกุ้ง,เมืองสุราษฎร์ธานี,"077-285046, 077-225135,"
บริษัท สยาม วี.พี. ออโต้เซลล์ จำกัด,415 หมู่ที่ 3 ถนนเพชรเกษม ตำบลบางนอน,เมืองระนอง,077-823109
บริษัท จ.วินิต จำกัด,1451 หมู่ที่ 3 ถนนเลี่ยงเมือง (สายเอเชีย),หาดใหญ่,074-457453-4
บริษัท มิตซูไทยยนต์กลการ จำกัด,109-109/1-2 หมู่ที่ 9 ตำบลท่ามิหรำ,เมืองพัทลุง,"074-612087, 085-2169370"
บริษัท โยโกตะ มอเตอร์ ( ไทยแลนด์,"5,5/1 ถนนนราธิวาสราชนครินทร์ แขวงช่องนนทรี",ยานนาวา,02-2870081-84
บริษัท เอ็มเพอร์เรอร์ ออโต้ จำกัด,38 ถนนกาญจนาภิเษก แขวงบางแค,บางแค,02-4556789
บริษัท โยโกตะ มอเตอร์ ( ไทยแลนด์,181 ถนนยานนาวา แขวงบางโพงพาง,ยานนาวา,02-2950081
บริษัท สยามนิสนิสสัน,729 ถนนศรีนครินทร์ แขวงสวนหลวง,สวนหลวง,02-7228486
บริษัท สยามนิสสัน บอดี้ จำกัด,3077/5 ชั้น 4 ถนนสุขุมวิท แขวงบางจาก,พระโขนง,02-3327257-9
บริษัท สยามนิสสัน มหานคร จำกัด,8 ถนนประเสริฐมนูกิจ แขวงเสนานิคม,จตุจักร,02-7929111
บริษัท ออโต้สไมล์ จำกัด,2288 ถนนจันทน์ แขวงช่องนนทรี,ยานนาวา,"02-6789080, 089-6848180"
บริษัท สยามนิสสัน บอดี้ จำกัด,80 ถนนวิภาวดีรังสิต แขวงลาดยาว,จตุจักร,02-5795157-9
บริษัท สยาม ไอ.บี.ออโตโมบิล จำกัด,666/6 ถนนฉลองกรุง แขวงลำปลาทิว,ลาดกระบัง,02-3605050
บริษัท สยามนิสสัน กรุงเทพ จำกัด,818 ถนนนวมินทร์ แขวงคลองกุ่ม,บึงกุ่ม,"02-9889255,098-3080700"
บริษัท ไพร์ม มอเตอร์ จำกัด,222/2 ถนนร่มเกล้า แขวงคลองสามประเวศ,ลาดกระบัง,02-7378000
บริษัท สยามนิสสัน ที.เค.เอฟ. จำกัด,293 ถนนเพชรเกษม แขวงหนองค้างพลู,หนองแขม,"02-8096701-3,063-2064479"
บริษัท สยามนิสสัน บอดี้ จำกัด,2993/1 ถนนลาดพร้าว แขวงคลองจั่น,บางกะปิ,02-7361441-2
บริษัท กวงไถ่ ออโต้โมบิล จำกัด,855 ซอยซอยลาดพร้าว 87(จันทราสุข),บางกะปิ,"02-5772288,02-577-2288"
บริษัท สยามนิสสันรถดีพระราม 2,3 ถนนพระรามที่ 2 แขวงท่าข้าม,บางขุนเทียน,02-4170777
บริษัท นิวตัน เซอร์วิส เซ็นเตอร์,109 ถนนบรมราชชนนี แขวงฉิมพลี,ตลิ่งชัน,02-8876500-9
บริษัท สยามนิสสัน กรุงไทย จำกัด,350 ถนนรามอินทรา แขวงท่าแร้ง,บางเขน,02-9435600-14
